sentence,textID,mean_age,mean_leaning,n_coder,morality,emotion,positive,negative,both,care,fairness,loyalty,authority,sanctity,harm,injustice,betrayal,subversion,degradation,general,idk,uncodable,morality_binary,emotion_binary,positive_binary,negative_binary,sent_mixed_binary,care_binary,fairness_binary,loyalty_binary,authority_binary,sanctity_binary,harm_binary,injustice_binary,betrayal_binary,subversion_binary,degradation_binary,general_binary
"Partnerskabsaftalerne virker og skaber foruden praktikpladser til de unge også et rigtig godt samarbejde mellem erhvervsskoler, skoleforvaltninger i kommunerne, UU-centre og f.eks.",da_pa_3575577,27.6,3.8,5,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det Radikale Venstre vil derfor fastholde grundbeskatningen som et led i den kommunale beskatning.,da_ma_19429,27.6,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derfor har ministeriet også åbnet op for jagt på kronvildt i i februar.,da_pa_4375670,27.6,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi har i omegnen af 35 lovforslag og beslutningsforslag på dagsordenen på torsdag, og på fredag har vi 45 forslag på dagsordenen, så vi er jo ikke i mål endnu.",da_pa_4340824,27.6,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN SAMLET INDSATS MOD ARBEJDSLØSHED OG SOCIAL URET  Gennem fornuftige sociale foranstaltninger kan arbejdsløsheden nedbringes betydeligt.,da_ma_7270,27.6,3.8,5,3,4,3,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Lovforslaget vil bygge på en betænkning, som Strafferetsplejeudvalget forventes at afgive i slutningen af 2007.",da_pa_2294786,27.6,3.8,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hvis det her var noget, som rent faktisk stod til troende, ville det jo være samtlige kommuner, som havde opkrævet et beløb, og det må man bare konstatere ikke har været tilfældet.",da_pa_4566399,-1410.8,4,5,2,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Der er jo en god tradition for, at Folketingets partier har mulighed for at komme med forslag til prioriteringer under MUDP-programmet.",da_pa_3790744,-1410.8,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Da udliciteringsaftaler  typisk indgås for en tidsbegrænset periode, giver det gode  muligheder for konkurrence, fordi aftalerne regelmæssigt  bliver udbudt.",da_pa_1242626,-1410.8,4,5,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"At man nu fremkommer med nogle forskellige scenarier, er fint nok.",da_pa_2676087,-1410.8,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nogle af dem var gift og havde deres familie derhjemme, og da de nu pludselig ikke var gæstearbejdere mere, men var blevet til indvandrere, var det jo rimeligt, at de fik deres familier med hertil.",da_pa_2508199,-1410.8,4,5,5,5,4,1,0,3,4,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"De  nye  job  vil sænke  ledigheden  og  sikre,  at  arbejdsløsheden  ikke  bider  sig  fast.",da_ma_10204,-1410.8,4,5,2,4,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi har sat dem på førtidspension, og de har været på forskellige offentlige ydelser i mange år.",da_pa_3989632,-1410.8,4,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Men tak i øvrigt for bekræftelsen af, at SF ikke vil  nedsætte grundbeløbet, som hr.",da_pa_1496777,-1410.8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disse selskaber bliver herefter nok nødt til at sælge ud af deres titusindvis af lejligheder som ejerlejligheder.,da_ma_33717,-1410.8,4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ved at uddanne flere, løfte i flok og skabe nye partnerskaber.",da_ma_14736,-1410.8,4,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det her med, at vi skulle have udhulet pensionerne, er jo altså parallelt med, at vi har opbygget et arbejdsmarkedssystem, der forhåbentlig gør, at vi får en langtidsholdbar pensionsordning, når vi både laver en ordning, der følger levetidsalderen, og når vi lader folk spare op til deres egen pension.",da_pa_4556883,-1410.8,4,5,3,3,1,0,1,1,2,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Der vil jeg gerne høre, om fru Karen Hækkerup mener, at det fremmer integrationen, at vi med den her lov altså går ind og siger, at den enkelte dommer ikke må have et tørklæde eller en kalot eller en buddha, eller hvad det nu ellers kunne være, man havde af religiøse symboler, men man må gerne have dannebrog, man må gerne have kongekroner med kors på osv., og det må der også godt være på selve domstolen.",da_pa_2548337,-1410.8,4,5,4,5,0,1,2,1,2,0,0,0,0,2,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Og under  forudsætning af at forslaget bliver vedtaget, vil det altså  også sige, at det eksisterende Udvalg vedrørende  Grønlandslove bliver erstattet med det, vi har foreslået her.",da_pa_962728,-1410.8,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samlet for år 2000 er der 3.281 personer, der har  forsøgt illegalt at krydse grænsen og er blevet taget af den  patruljering, der er dernede.",da_pa_642819,-1410.8,4,5,2,0,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Det er jo i mine øjne også det, beslutningsforslagene kan bruges til: at vi laver nogle hensigtserklæringer sammen.",da_pa_4060911,-1410.8,4,5,2,3,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Der er jo forhåbentlig en bund af kærlighed under det hele, men der er altså også nogle juridiske aspekter i det, som gør, at man bare kan lade være med at gifte sig, hvis det er sådan.",da_pa_1860698,-1410.8,4,5,4,3,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det kan nemlig lade sig gøre.,da_pa_4181258,-1410.8,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg og Dansk Folkeparti kunne godt have tænkt os, at ordføreren havde brugt »flygtningeudfordringer«, for det er jo det, det drejer sig om.",da_pa_4076132,-1410.8,4,5,1,4,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er faktisk en vej, man skal bevæge sig ad, hvis man skal nå i retning af målet, så det er jo ikke sådan, at vi bare passivt sidder og venter på, at der er nogle, der siger, hvordan vi kan nå visionen med de 100 pct.",da_pa_2512225,-1410.8,4,5,1,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NU - generationen har fået nok!,da_ma_3278,27.6,3.8,5,3,3,0,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Når problemet har vokset sig så stort, er det jo, fordi man, siden det indre marked blev indført, ikke har gjort noget som helst.",da_pa_3202314,27.6,3.8,5,5,3,0,5,0,0,0,0,0,0,3,3,1,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"De indsatte har altså, ligesom da de begik forbrydelsen,  udsat sig for, at der ville kunne ske noget med dem.",da_pa_611124,27.6,3.8,5,2,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tænk, at man skulle opleve at være enig med  Enhedslisten, i hvert fald med ordføreren, fru Jette  Gottlieb!",da_pa_408908,27.6,3.8,5,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er det, der er den egentlige trussel mod Danmark  kulturelt set, og det er jeg da sådan set glad for at vi kan  være enige om.",da_pa_596758,27.6,3.8,5,3,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Og hvem har  ministeren egentlig mest tillid til efter det her?,da_pa_1094051,27.6,3.8,5,2,3,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Den kulturelle og sociale mangfoldighed skal styrkes på de kunstneriske produktioner på vores teatre, i biografen, på museerne, på tv og radio, og det er vigtigt, at den kommer tydeligt til udtryk i kulturministeriets støtteordninger såvel som i de kunstneriske uddannelser.",da_ma_999,27.6,3.8,5,4,1,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vores opgave som parti er at fremme de værdier, som ligger i et kristent livs- og menneskesyn.",da_ma_27911,27.6,3.8,5,4,4,4,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"LGBT I Danmark har vi alle ret til at elske, hvem vi vil.",da_ma_30789,27.6,3.8,5,5,5,5,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Og ja, der er også sager, hvor folk jo har ret, og der får de også deres gebyr tilbage igen, så der er det ikke noget problem.",da_pa_3295944,27.6,3.8,5,3,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erhvervsuddannelser skal vises større respekt Én ting er vilkårene på erhvervsskolerne, noget andet er at få flere til at vælge vejen derhen.",da_ma_17215,27.6,3.8,5,2,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Jeg mener, det er ret stærkt, hvis vi kan møde frem og sige: Det er ikke bare noget skrivebordsteoretisk, at vi kan nå de 30 pct., nu skal I høre, hvilke helt konkrete tiltag vi har tænkt os at gøre for at nå det mål.",da_pa_2176375,27.6,3.8,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Søren Søndergaard, der siger, at det er et  spørgsmål om at tilgodese både arbejdsgivernes ønsker om  arbejdskraft og børnefamiliernes ønske om mere tid: Det er  netop det, V's og K's beslutningsforslag og det, regeringen  kommer med, lægger op til: at tilgodese begge de hensyn.",da_pa_819447,27.6,3.8,5,3,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For at kunne nedsætte trækprocenten skal fradragssystemet forenkles og standardiseres mest muligt.,da_ma_26072,27.6,3.8,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regeringen har dermed  opfyldt sit løfte.,da_pa_1178420,27.6,3.8,5,2,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg kan i hvert fald fortælle fru Merete Riisager, at det bruger jeg normalt ikke min tid på på en helt almindelig arbejdsdag.",da_pa_3566023,27.6,3.8,5,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ja, da var det ofte sådan, at det, at man var  medlem af en organisation, automatisk betød, at man ikke  kunne få arbejde.",da_pa_190594,27.6,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jens Peter Vernersens  misforståelse af den sag her?,da_pa_947997,27.6,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det kan ikke være rigtigt, at eksempelvis en enlig mor, der har sparet op hele livet, ikke kan få lov at give hele sin opsparing videre til sit barn.",da_ma_30361,27.6,3.8,5,4,5,1,3,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Jeg synes, at fokuspunkterne er rigtige.",da_pa_2522933,27.6,3.8,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
På arbejdspladserne må der opbygges solidaritetskasser.,da_ma_3226,32.4,4.2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Endelig glæder vi os som det sidste meget over den del af lovforslaget, der handler om, at reklamereglerne bliver liberaliseret, sådan at der er mulighed for at tjene flere penge, bl.a. for TV 2.",da_pa_2975490,32.4,4.2,5,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hvis  ministeren stillede op, at når folk kommer, får de tilbudt et  arbejde, så kunne man begynde at diskutere det.",da_pa_1349132,32.4,4.2,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selvom dansk økonomi er kraftigt påvirket af krisen, har Danmark imidlertid bedre forudsætninger end de fleste andre lande for at komme sikkert igennem krisen, idet Danmark har ført en ansvarlig økonomisk politik siden 2001.",da_pa_2695939,32.4,4.2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Så vil jeg også gerne spørge finansministeren: Hvad er  det, der gør, at finansministeren i modsætning til både  vismænd og bankøkonomer og alle andre har så stor en  optimisme i forhold til væksten i arbejdsstyrken?",da_pa_1264965,32.4,4.2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31. januar 2005 Udgangspunktet er klart: Vi har en række grundlæggende værdier, som gør Danmark til et stærkt og retfærdigt samfund.",da_ma_14558,32.4,4.2,5,3,2,3,0,0,2,2,2,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
Det spørgsmål kan jeg jo ikke svare på.,da_pa_1770193,32.4,4.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selvom regeringen foreslår selskabsskatten nedsat med en enkelt procent til 30 pct., virksomhedsskatten nedsat til 39 pct. og afskrivningerne for international forskning forhøjet til 125 pct. (tre forslag som Fremskridtspartiet selvfølgelig støtter), så er det de mange nye belastninger af erhvervslivet, der kommer til at gøre skade.",da_ma_35421,32.4,4.2,5,4,2,0,4,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Når det drejer sig om AMU-centre, er det selvfølgelig  rigtigt, at kommunerne kan købe pladser, men de køber ikke,  for kommunerne har ikke lagt penge til side til at købe.",da_pa_306584,32.4,4.2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arbejdet skulle tage cirka 10 år, og man besluttede sig for at opkræve en fast afgift per kubikmeter leveret drikkevand for at betale omkostningerne.",da_pa_3822054,32.4,4.2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der er også blevet sagt til mig: Skal man så på grund af  det lille antal dyr gå ind og gøre sådan og sådan.,da_pa_377938,32.4,4.2,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Først vil jeg sige, at en af de ting, jeg fast sagde i konfirmandundervisningen, da jeg var præst igennem 40 år, var, at begrebet en lykkelig skilsmisse ikke findes.",da_pa_3105005,32.4,4.2,5,4,4,0,4,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Demokratiet skal også indføres i hele boligsektoren sådan at man altid som beboere har ret til indflydelse på sine boligforhold.,da_ma_8953,32.4,4.2,5,5,2,5,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Jeg vil så samtidig sige, at jeg også synes, jeg fra Venstres ordfører fornemmede en udstrakt hånd, med hensyn til at vi kan få en drøftelse om en ordentlig skovpolitik her i Folketinget.",da_pa_2937290,32.4,4.2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hvis vi får en rød regering, kommer der generelt færre job, fordi man ødelægger væksten og erhvervslivets klima i Danmark, men det gælder både de faglærte og de ufaglærte job.",da_pa_2933128,32.4,4.2,5,5,3,0,5,0,0,0,0,0,0,4,0,1,2,3,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"Men må vi nu lige pludselig ikke beskæftige os med noget, der er fortidigt, ikke længere have lov til at tænke på vores egne fortidsminder og sørge for restaureringen af dem, lægge nyt tag på Børsen, sørge for nyt tag til Roskilde Domkirke og sørge for, at Jellingestenene bliver vedligeholdt?",da_pa_2520830,32.4,4.2,5,4,5,0,2,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er  det indtryk, bemærkningerne i lovforslaget efterlader.",da_pa_1365974,32.4,4.2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y  Nutidens problemer kan ikke løses med forældede metoder -  Kun Fremskridtspartiet har nytænkningen  Indkomstskatten stammer fra 1903 og er i dag lige så  uanvendelig i praksis som en skrivemaskine  fra århundredskiftet  Højere løn gennem lavere skat  Tingene hænger sammen:  Offentlige besparelser giver lavere skat.,da_ma_34273,32.4,4.2,5,3,2,1,1,1,0,1,0,0,0,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Det, jeg spurgte til, var, om det var noget, der var udklækket, og som man havde udtænkt i Ældreministeriet sådan på helt egen hånd og dermed fik igennem i satspuljen.",da_pa_4393520,32.4,4.2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men her må man huske at der er en meget stor del af den kvindelige arbejdsløshed der er skjult.,da_ma_2864,30.4,3.4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det kan man selvfølgelig gøre, og på den baggrund kan man så forholde sig til det.",da_pa_1745439,30.4,3.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skaarup siger, at der  ikke skal tages hensyn til dem, der begår kriminalitet, men  det er meget svært for mig at komme til nogen anden  konklusion, end at det er dér, hr.",da_pa_426336,30.4,3.4,5,3,4,0,2,1,1,1,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Ole Hækkerup godt selv kan se – var:  »Jeg vil sådan set godt begynde med at takke Socialdemokraterne for det forslag, vi her har til behandling, om en styrket indsats over for ofre for personfarlig kriminalitet.",da_pa_3329771,30.4,3.4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Undervisningsvejledningerne  De vejledninger, der findes for undervisningens indhold i de enkelte fag er alt for upræcise og tillægger den enkelte lærer og den enkelte skole en ret til at vælge indhold og metode, som er ude af trit med de aktuelle behov.",da_ma_31578,30.4,3.4,5,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Akutafdelinger er: - et alternativ til indlæggelse på sygehus for nogle ældre med et helbredsproblem, der kræver hjælp og observation, men som ikke nødvendigvis kræver akut brug af sygehusets ekspertise , - et supplement til kommunernes døgnhjemmepleje og til aflastningsophold. - et alternativ i en periode, hvor den ældre befinder sig dårligt i eget hjem, på grund af en helbredsmæssig svækkelse og eventuelt manglende pasningsmuligheder i hjemmet, men hvor situationen ikke kræver sygehusindlæggelse, - et alternativ til en fortsat indlæggelse.",da_ma_27242,30.4,3.4,5,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Så er det afgørende, at vi ikke diskvalificerer mulighederne for vækst, for udvikling og for det at kunne have det gode liv, uanset hvor man bor i landet.",da_pa_4368205,30.4,3.4,5,4,2,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Der lod man  de langsigtede bivirkninger udgøre forskningen til skade for  mange kvinder.,da_pa_1325118,30.4,3.4,5,3,1,0,3,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Det er jo et projekt, som havde en vis hast i foråret og forsommeren, fordi det handlede om timing i forhold til nogle afgørende elementer, der skulle opfyldes: Afgreningskammeret skulle monteres, samtidig med at Metrocityringen skulle laves, og derfor var der politiske forhandlinger på kryds og tværs i forskellige forligskredse.",da_pa_3763685,30.4,3.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dette kan ske ved at styrke Det konservative Folkeparti.  rettelagt aftale mellem lønmodtagerne, erhvervslivet og det offentlige efter princippet: Skattelettelse i stedet for en del af indkomstforhøjelserne.",da_ma_28471,30.4,3.4,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selv om den overgår til at være kommunal, er det jo de samme opgaver, der skal udføres, så jeg ser ikke de store problemer i det.",da_pa_1968646,30.4,3.4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. januar 1979 et skridt i retning af L 240 af 2. april 1976.,da_ma_35143,30.4,3.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Med de begrænsede midler, der står til partiets rådighed, vil det tage sin tid, før denne oversigt er lige så fuldstændig og velgennemarbejdet, som vore finanslovsforslag efterhånden er blevet det.",da_ma_34666,30.4,3.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Så er spørgsmålet: Hvis man skal lave en ny struktur, så skal der være et argument for at gøre det.",da_pa_1696440,30.4,3.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg vil gerne understrege, at det slet  ikke er, fordi nogen i Århus - det har jeg ikke kendskab til  i hvert fald - kunne forestille sig den samme grad af  ødselhed, som vi har været vidne til omkring metroprojektet i  København.",da_pa_937940,30.4,3.4,5,2,2,0,2,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jamen det, som Dansk Folkeparti fuldstændig misser i den sammenhæng, er, at der dør 30 mennesker om dagen i Irak.",da_pa_2023288,30.4,3.4,5,1,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Den handler nemlig om, at vi jo bl.a. styrker indsatsen markant over for rocker- og bandekriminalitet.",da_pa_3282178,30.4,3.4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I dag har borgere kun begrænset mulighed for at ytre sig om lovforslag gennem høringsprocessen.,da_ma_1164,30.4,3.4,5,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bjarne Laustsen har sagt, at det var ham, der foreslog, at der skulle være en høring, og så kunne det nok være, at vi fulgte efter.",da_pa_2629459,30.4,3.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Svaret på drab på uskyldige i New York og  Washington er ikke at dræbe uskyldige i Afghanistan.,da_ma_4810,30.4,3.4,5,5,3,1,4,0,0,1,0,1,1,3,4,2,3,2,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
"ET SPØRGSMÅL OM HOLDNINGER Valget den 11.  marts handler først og fremmest om, hvilke grundholdninger, der skal bære det danske samfund i det næste århundrede.",da_ma_29304,30,2.8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Der må man jo bare konstatere, at forliget på to områder svigter økonomisk.",da_pa_2146608,30,2.8,5,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ældre mennesker har naturligvis præcis de samme behov, som alle andre: en god bolig, en ordentlig økonomi, hjælp hvis helbredet svigter, tryghed og kontakt med andre.",da_ma_18824,30,2.8,5,3,5,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Der skal være færre regler og mere plads til den gode relation mellem borger og socialarbejder.,da_ma_1662,30,2.8,5,4,4,3,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"Indenrigs- og sundhedsministeren (Lars Løkke Rasmussen): Grunden til, at der ikke ligger et svar endnu, er, at det ikke er formuleret endnu.",da_pa_2248290,30,2.8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
