,text,label,tweets
134,hvis deres påstand er forkert på baggrund af de data de har leveret er det jo helt fint at bede om mere i dette tilfælde ved jeg ikke om de er fyldestgørende det må du vurdere,neutral,påstand forkert baggrund data leveret fint bede tilfælde fyldestgørende vurdere
135,udbredt myte at den demokratiske samtale var bedre før massemedier og sociale medier siger til dkdemokrati konf arrangeret af enig vi vinder med some men mange unge amp kvinder holder sig fra onlinesamtalen og d t skal adresseres dkpol dkmedier link,positive,udbredt myte demokratiske samtale bedre massemedier sociale medier siger dkdemokrati konf arrangeret enig vinder some unge amp kvinder holder onlinesamtalen d t adresseres dkpol dkmedier
136,vi spurgte dansk flygtningehjælp om deres take på hvordan vi skaber politisk handling i danmark så verdensmålene nås læs med her link dkciv sdgs sdg dkpol globaldev,neutral,spurgte dansk flygtningehjælp take skaber politisk handling danmark verdensmålene nås læs dkciv sdgs sdg dkpol globaldev
137,fordi de har råbt homofobiske ting efter ham,neutral,råbt homofobiske ting
138,rt spilforslag curtis millender belal muhammad link betxpert betdk pldk link,neutral,spilforslag curtis millender belal muhammad betxpert betdk pldk
139,absolut og med morgenens nyhed om at han har underskrifter nok bliver det at tale højt om denne forskelsbehandling endnu mere vigtig det gør ondt helt ind i hjertet,neutral,absolut morgenens nyhed underskrifter tale højt forskelsbehandling vigtig ondt hjertet
140,valgår hvor vores ledere gør sig endnu mere umage med at misforstå angribe og lægge fælder for hinanden end normalt hvor de retoriske kvælertag strammes og hvor det virkelige problem en nedsmeltet offentlig sektor derfor er længere væk fra en løsning end nogensinde før,negative,valgår ledere umage misforstå angribe lægge fælder hinanden normalt retoriske kvælertag strammes virkelige problem nedsmeltet offentlig sektor væk løsning
141,denne her perspektivering på lønudviklingen i pldk bliver du næppe overrasket over men du bliver bestemt heller ikke dummere af at læse den link,neutral,perspektivering lønudviklingen pldk næppe overrasket bestemt dummere læse
142,you are just pray and stay strong thru whatever,positive,you are just pray and stay strong thru whatever
143,ja men det virker jo ikke som om at kristendemokraterne er på vej til at skifte formand politisk leder politisk ordfører,neutral,virker kristendemokraterne vej skifte formand politisk leder politisk ordfører
144,er samfundsomstyrtende virksomhed ikke allerede forbudt ellers må du definere mere præcist hvad det er du hentyder til bare til forståelsen så hentyder jeg til islams imperativ vedr sharia,neutral,samfundsomstyrtende virksomhed forbudt definere præcist hentyder forståelsen hentyder islams imperativ vedr sharia
145,alle borgelige mainstream medier har jo i årevis haft faste bloggere der skrev letforståelige tekster der ligner artikler om hvor farligt det er at der bor muslimer i dk det er der sikkert mange der er hoppet på når nu det stod i ellers troværdige dkmedier,negative,borgelige mainstream medier årevis haft faste bloggere skrev letforståelige tekster ligner artikler farligt bor muslimer dk sikkert hoppet stod troværdige dkmedier
146,nej det er det ikke men den førte udlændingepolitik er gak gak og netop grunden til tilslutningen vi har fået nok af indvandrere som udvander vor velfærd og tryghed try walking in our shoes for once,negative,førte udlændingepolitik gak gak netop grunden tilslutningen fået indvandrere udvander velfærd tryghed try walking in our shoes once
147,indtil den nye politiske realitet eventuelt melder os ud men det skal aldrig ske for det er nu at alle de etablerede partier i folketinget siger endegyldigt fra over for hadpolitik racisme og uværdigt gensyn med nazisme og facisme i dansk politik dkpol,negative,nye politiske realitet eventuelt melder ske etablerede partier folketinget siger endegyldigt hadpolitik racisme uværdigt gensyn nazisme facisme dansk politik dkpol
148,stormen pabuk dræber to ældre og en fisker i thailand link link,neutral,stormen pabuk dræber ældre fisker thailand
149,det samme er forsvar for den udlændingepolitik der er blevet ført i dette land i de sidste år og som har ført til de massive problemer vi nu ser,negative,forsvar udlændingepolitik blevet ført land sidste år ført massive problemer
150,enig det er ikke godt nok også derfor vi nødt til at gøre noget på våde den korte og lange bane for at skaffe flere praktiserende læger,negative,enig nødt våde korte lange bane skaffe praktiserende læger
151,fredagskronik nu trænger elektronikken ind i mælkekartonen link iot iiot dktech events link,negative,fredagskronik trænger elektronikken mælkekartonen iot iiot dktech events
152,tak og her er medløb endda vist lidt en underdrivelse det er mig en gåde at pelle for gang på få uger deler en opdatering fra llr og på fb blot taler om lys i vinduerne d maj fremfor at problematisere den mainstreaming af ekstrem racisme der har ført til paludan,negative,tak medløb endda vist underdrivelse gåde pelle gang uger deler opdatering llr fb blot taler lys vinduerne d maj fremfor problematisere mainstreaming ekstrem racisme ført paludan
153,politiken har nok ikke læst rapporten men forholder sig ukorrekt til barrs vildledende fortolkning af den og det er pinligt,negative,politiken læst rapporten forholder ukorrekt barrs vildledende fortolkning pinligt
154,tror vist bare vi uenige kan se at du er socialist og eu modstander så det forklarer jo nok at du ikke finder genklang hos en social liberal internationalist,neutral,tror vist uenige socialist eu modstander forklarer finder genklang social liberal internationalist
155,så lukker cykelplanen og der er spildt nogle millioner ved godt at det er let at sige men jeg synes at vi har ser et initiativ blandt mange som vi cyklister ikke har efterspurgt jeg efterspørger forbedringer så jeg ikke så ofte skal sænke hastigheden dktrp cykelpol link,negative,lukker cykelplanen spildt millioner let initiativ cyklister efterspurgt efterspørger forbedringer ofte sænke hastigheden dktrp cykelpol
156,ja d r røg min stemme til alternativet sgu d t der anti videnskabelige hype kan jeg simpelthen ikke støtte link,negative,d r røg stemme alternativet sgu d t anti videnskabelige hype simpelthen støtte
157,det er okay at være uenig vi ses på søndag på stadion,neutral,uenig søndag stadion
158,vi for dyre,positive,dyre
159,ham i østergade overfor ønskebørn har været god til vores børn,neutral,østergade overfor ønskebørn børn
160,så det du siger er at alt det gylle i har lukket ud om s politik til pressemødet ikke er det de reelt vil det er det i vil have vælgerne til at tro de vil nu efterlyser du så deres reelle svar kan du selv se hvor åndssvagt det er,negative,siger gylle lukket s politik pressemødet reelt vælgerne tro efterlyser reelle svar åndssvagt
161,når man mener det er helt ok at komme med homofobiske tilråb under en fodboldkamp er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen der findes mænd der aldrig kommer ud over stenalderstadiet,negative,mener ok homofobiske tilråb fodboldkamp vel plads ordentlig mandeslåskamp kampen findes mænd stenalderstadiet
162,løbehjulene har en holdbarhed på en lille måned i gennemsnit så smides de til skrot der er er ca løbehjul i københavn det giver mindst x elløbehjul til skrot om året i den tid de kører samles de op og leveres af biler det er ikke grønt i min optik dkpol,negative,løbehjulene holdbarhed måned gennemsnit smides skrot ca løbehjul københavn giver x elløbehjul skrot året tid kører samles leveres biler grønt optik dkpol
163,tv man er åbenbart på huleboer stadiet ifølge reklame hvis man ikke handler og betaler med betalings kort betaler man med kontanter betaler man ikke div gebyer til bank og nogle forretninger det glemte man nok at oplyse gebyrer får folk til at betale med kontanter,negative,tv åbenbart huleboer stadiet ifølge reklame handler betaler betalings kort betaler kontanter betaler div gebyer bank forretninger glemte oplyse gebyrer folk betale kontanter
164,så det du prøver at sige er at lægemanglen skyldes at prioritering i sundhedsvæsenet foretages af folkevalgte regionsråd og ikke af uvalgte bureaukrater som i drømmer om hvordan vil jeres foreslåede afdemokratisering øge antallet af læger,negative,prøver lægemanglen skyldes prioritering sundhedsvæsenet foretages folkevalgte regionsråd uvalgte bureaukrater drømmer foreslåede afdemokratisering øge antallet læger
165,eller prøv med at paludan bare er det naturlige næste skridt i den islamofobiske retorik en del på christiansborg har ført i årevis men nice try at skyde den videre til venstrefløjen,negative,prøv paludan naturlige skridt islamofobiske retorik del christiansborg ført årevis nice try skyde videre venstrefløjen
166,når den nuværende strategi hviler på at hælde skoven i kraftværkerne mens at man står og priser vind og sol og med ipbes rapporten om den masseudøen så det det i skarp relief at kernekraft er den energikilde der kræver mindst areal det er lig med mere areal til naturen link,neutral,nuværende strategi hviler hælde skoven kraftværkerne står priser vind sol ipbes rapporten masseudøen skarp relief kernekraft energikilde kræver areal lig areal naturen
167,vorbasse familie vil gerne servere middag for turister åbner man sin dør for andre kan der kun ske noget godt vorbasse åbner man sin dør for andre kan der kun ske noget godt det er kirsten marie povlsens filosofi og derfor meldte hun også straks s link,positive,vorbasse familie gerne servere middag turister åbner dør ske vorbasse åbner dør ske kirsten marie povlsens filosofi meldte straks s
168,rt we continue our giveaway for the week am we kick off today if ready to be a winner rt and wait,positive,we continue our giveaway the week am we kick off today if ready be a winner and wait
169,ja dommeren har faktisk ret i det han siger men så er der denne her link,neutral,dommeren faktisk ret siger
170,godt med fokus på nedslidte det minder meget om valgflæsk i sidste udkald det er en kendsgerning at de partier bag forliget har forringet tilbagetrækning i og dagpenge i har stor humor over radikale indgår forlig med df dkpol kan ikke se noget stærkt link,neutral,fokus nedslidte minder valgflæsk sidste udkald kendsgerning partier forliget forringet tilbagetrækning dagpenge humor radikale indgår forlig df dkpol stærkt
171,fantastisk ikke mindst når vi når frem til de forløbne to årtier link,positive,fantastisk frem forløbne årtier
172,danmarks statistik landkort viser forskelle i partiernes stemmeandele link,neutral,danmarks statistik landkort viser forskelle partiernes stemmeandele
173,vi bliver simpelthen nødt til at tale om hvordan stol nummer tre stadigvæk sidder her xfactordk xfactortv,negative,simpelthen nødt tale stol nummer stadigvæk sidder xfactordk xfactortv
174,rt favorite ship dynamics link,neutral,favorite ship dynamics
175,ganske enig har aldrig set en vildere spiller i superligaen end mohamed zidan det var helt vildt hvad han kunne,positive,ganske enig set vildere spiller superligaen mohamed zidan vildt
176,det kan blive en kort kamp i brøndby på søndag og havde jakob kehlet hørt homofobiske tilråb ville han have stoppet kampen men det kan være svært for dommerne at høre alt hvad der foregår på tribunerne siger han sldk,neutral,kort kamp brøndby søndag jakob kehlet hørt homofobiske tilråb stoppet kampen svært dommerne høre foregår tribunerne siger sldk
